,Model,Displ,Cyl,Trans,Drive,Fuel,Sales_Area,Stnd,Underhood_ID,Veh_Class,Air_Pollution_Score,FE_Calc_Appr,City_MPG,Hwy_MPG,Cmb_MPG,Unadj_Cmb_MPG,Greenhouse_Gas_Score,SmartWay
172,BMW 335i,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8BMXV03.0N54,small car,6,Drv,19,28,22,25.8212,6,no
173,BMW 335i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8BMXV03.0N54,small car,6,Drv,20,28,23,26.527,7,yes
174,BMW 335xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8BMXV03.0N54,small car,6,Drv,18,27,21,25.0543,6,no
175,BMW 335xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BMXV03.0N54,small car,6,Drv,19,27,22,25.5449,6,no
176,BMW 335xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8BMXV03.0N54,small car,6,Drv,18,27,21,25.0543,6,no
177,BMW 335xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8BMXV03.0N54,small car,6,Drv,19,27,22,25.5449,6,no
178,BMW 528i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXB03.0N52,midsize car,7,Drv,20,30,24,27.6154,7,yes
179,BMW 528i,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8BMXB03.0N52,midsize car,7,Drv,20,30,24,27.7684,7,yes
180,BMW 528i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXB03.0N52,midsize car,6,Drv,20,30,24,27.6154,7,yes
181,BMW 528i,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXB03.0N52,midsize car,6,Drv,20,30,24,27.7684,7,yes
182,BMW 528xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,U2,8BMXB03.0N52,midsize car,7,Drv,19,28,22,25.5598,6,yes
183,BMW 528xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8BMXB03.0N52,midsize car,7,Drv,20,27,23,26.2843,7,yes
184,BMW 528xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8BMXB03.0N52,midsize car,6,Drv,19,28,22,25.5598,6,no
185,BMW 528xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BMXB03.0N52,midsize car,6,Drv,20,27,23,26.2843,7,yes
186,BMW 535i,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV03.0N54,midsize car,6,Drv,19,28,22,25.8212,6,no
187,BMW 535i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV03.0N54,midsize car,6,Drv,20,28,23,26.527,7,yes
188,BMW 535i,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8BMXV03.0N54,midsize car,6,Drv,19,28,22,25.8212,6,no
189,BMW 535i,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8BMXV03.0N54,midsize car,6,Drv,20,28,23,26.527,7,yes
190,BMW 535xi,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8BMXV03.0N54,midsize car,6,Drv,18,27,21,25.0543,6,no
191,BMW 535xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BMXV03.0N54,midsize car,6,Drv,19,27,22,25.5449,6,no
192,BMW 535xi,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8BMXV03.0N54,midsize car,6,Drv,18,27,21,25.0543,6,no
193,BMW 535xi,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8BMXV03.0N54,midsize car,6,Drv,19,27,22,25.5449,6,no
194,BMW 535xi Sport Wagon,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8BMXV03.0N54,station wagon,6,Drv,17,25,20,23.5495,6,no
195,BMW 535xi Sport Wagon,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BMXV03.0N54,station wagon,6,Drv,18,26,21,24.7021,6,no
196,BMW 535xi Sport Wagon,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,L2,8BMXV03.0N54,station wagon,6,Drv,17,25,20,23.5495,6,no
197,BMW 535xi Sport Wagon,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8BMXV03.0N54,station wagon,6,Drv,18,26,21,24.7021,6,no
198,BMW 550i,4.8,(8 cyl),Man-6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,midsize car,7,Drv,17,24,19,22.7014,5,no
199,BMW 550i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,midsize car,7,Drv,17,25,20,23.18,6,yes
200,BMW 550i,4.8,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,midsize car,6,Drv,17,24,19,22.7014,5,no
201,BMW 550i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,midsize car,6,Drv,17,25,20,23.18,6,no
202,BMW 650ci,4.8,(8 cyl),Man-6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,small car,7,Drv,17,24,19,22.7014,5,no
203,BMW 650ci,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,small car,7,Drv,17,25,20,23.18,6,yes
204,BMW 650ci,4.8,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,small car,6,Drv,17,24,19,22.7014,5,no
205,BMW 650ci,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,small car,6,Drv,17,25,20,23.18,6,no
206,BMW 650ci Convertible,4.8,(8 cyl),Man-6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,small car,7,Drv,16,22,18,21.1711,5,no
207,BMW 650ci Convertible,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,small car,7,Drv,17,25,20,23.1443,6,yes
208,BMW 650ci Convertible,4.8,(8 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,small car,6,Drv,16,22,18,21.1711,5,no
209,BMW 650ci Convertible,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,small car,6,Drv,17,25,20,23.1443,6,no
210,BMW 750i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,large car,7,Drv,17,25,20,23.1443,6,yes
211,BMW 750i,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,large car,6,Drv,17,25,20,23.1443,6,no
212,BMW 750li,4.8,(8 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXV04.8UL2,large car,7,Drv,17,25,20,23.1443,6,yes
213,BMW 750li,4.8,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV04.8UL2,large car,6,Drv,17,25,20,23.1443,6,no
214,BMW 760li,6.0,(12 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXV06.0LE2,large car,6,Drv,14,22,17,19.7068,4,no
215,BMW 760li,6.0,(12 cyl),Auto-S6,2WD,Gasoline,CA,L2,8BMXV06.0LE2,large car,6,Drv,14,22,17,19.7068,4,no
216,BMW Alpina B7,4.4,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8ABBV04.4H10,large car,6,Drv,15,23,18,20.8408,5,no
217,BMW Alpina B7,4.4,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8ABBV04.4H10,large car,6,Drv,15,23,18,20.8408,5,no
218,BMW M5,5.0,(10 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV05.0S85,midsize car,6,Drv,12,18,14,16.3311,2,no
219,BMW M5,5.0,(10 cyl),Auto-S7,2WD,Gasoline,FA,B5,8BMXV05.0S85,midsize car,6,Drv,12,18,14,16.3813,2,no
220,BMW M5,5.0,(10 cyl),Man-6,2WD,Gasoline,CA,L2,8BMXV05.0S85,midsize car,6,Drv,12,18,14,16.3311,2,no
221,BMW M5,5.0,(10 cyl),Auto-S7,2WD,Gasoline,CA,L2,8BMXV05.0S85,midsize car,6,Drv,12,18,14,16.3813,2,no
222,BMW M6,5.0,(10 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV05.0S85,small car,6,Drv,12,18,14,16.3311,2,no
223,BMW M6,5.0,(10 cyl),Auto-S7,2WD,Gasoline,FA,B5,8BMXV05.0S85,small car,6,Drv,12,18,14,16.3813,2,no
224,BMW M6,5.0,(10 cyl),Man-6,2WD,Gasoline,CA,L2,8BMXV05.0S85,small car,6,Drv,12,18,14,16.3311,2,no
225,BMW M6,5.0,(10 cyl),Auto-S7,2WD,Gasoline,CA,L2,8BMXV05.0S85,small car,6,Drv,12,18,14,16.3813,2,no
226,BMW M6 Convertible,5.0,(10 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXV05.0S85,small car,6,Drv,12,18,14,16.2277,2,no
227,BMW M6 Convertible,5.0,(10 cyl),Auto-S7,2WD,Gasoline,FA,B5,8BMXV05.0S85,small car,6,Drv,12,19,14,16.3451,2,no
228,BMW M6 Convertible,5.0,(10 cyl),Man-6,2WD,Gasoline,CA,L2,8BMXV05.0S85,small car,6,Drv,12,18,14,16.2277,2,no
229,BMW M6 Convertible,5.0,(10 cyl),Auto-S7,2WD,Gasoline,CA,L2,8BMXV05.0S85,small car,6,Drv,12,19,14,16.3451,2,no
230,BMW X3,3.0,(6 cyl),Man-6,4WD,Gasoline,CA,U2,8BMXB03.0N52,SUV,7,Drv,18,26,21,24.3048,6,yes
231,BMW X3,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8BMXB03.0N52,SUV,7,Drv,19,26,22,25.5868,6,yes
232,BMW X3,3.0,(6 cyl),Man-6,4WD,Gasoline,FA,B5,8BMXB03.0N52,SUV,6,Drv,18,26,21,24.3048,6,no
233,BMW X3,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BMXB03.0N52,SUV,6,Drv,19,26,22,25.5868,6,no
234,BMW X5,3.0,(6 cyl),Auto-S6,4WD,Gasoline,CA,U2,8BMXT03.0E70,SUV,7,Drv,17,23,19,22.8058,5,no
235,BMW X5,4.8,(8 cyl),Auto-S6,4WD,Gasoline,CA,U2,8BMXT04.8E70,SUV,7,Drv,15,21,17,20.105,4,no
236,BMW X5,3.0,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BMXT03.0E70,SUV,6,Drv,17,23,19,22.8058,5,no
237,BMW X5,4.8,(8 cyl),Auto-S6,4WD,Gasoline,FA,B8,8BMXT04.8E70,SUV,3,Drv,15,21,17,20.105,4,no
238,BMW Z4,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8BMXB03.0N52,small car,7,Drv,20,30,24,27.7684,7,yes
239,BMW Z4,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXB03.0N52,small car,7,Drv,23,31,25,28.6009,7,yes
240,BMW Z4,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXB03.0N52,small car,6,Drv,20,30,24,27.7684,7,yes
241,BMW Z4,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXB03.0N52,small car,6,Drv,23,31,25,28.6009,7,yes
242,BMW Z4 Coupe,3.0,(6 cyl),Man-6,2WD,Gasoline,CA,U2,8BMXB03.0N52,small car,7,Drv,20,30,24,27.7684,7,yes
243,BMW Z4 Coupe,3.0,(6 cyl),Auto-S6,2WD,Gasoline,CA,U2,8BMXB03.0N52,small car,7,Drv,23,31,25,28.6009,7,yes
244,BMW Z4 Coupe,3.0,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8BMXB03.0N52,small car,6,Drv,20,30,24,27.7684,7,yes
245,BMW Z4 Coupe,3.0,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8BMXB03.0N52,small car,6,Drv,23,31,25,28.6009,7,yes
246,BUGATTI Veyron,8.0,(16 cyl),Auto-S6,4WD,Gasoline,FA,B5,8BGTV08.0V16,small car,6,5cy,8,14,10,10.0184,0,no
247,BUGATTI Veyron,8.0,(16 cyl),Auto-S6,4WD,Gasoline,CA,L2,8BGTV08.0V16,small car,6,5cy,8,14,10,10.0184,0,no
248,BUICK Allure,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,SLEV,8GMXV03.8044,midsize car,9.5,Drv,17,28,21,20.8709,6,yes
249,BUICK Allure,3.6,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV03.6041,midsize car,6,Drv,17,25,20,19.8995,6,no
250,BUICK Allure,3.6,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV03.6041,midsize car,6,Drv,17,25,20,19.8995,6,no
251,BUICK Allure,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXB03.8146,midsize car,6,Drv,17,28,21,20.8709,6,no
252,BUICK Allure,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV05.3084,midsize car,6,Drv,16,25,19,19.1139,5,no
253,BUICK Allure,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV05.3084,midsize car,6,Drv,16,25,19,19.1139,5,no
254,BUICK Enclave,3.6,(6 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
255,BUICK Enclave,3.6,(6 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
256,BUICK Enclave,3.6,(6 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,24,19,18.9273,5,no
257,BUICK Enclave,3.6,(6 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT03.6151,SUV,6,Drv,16,22,18,17.9652,5,no
258,BUICK LaCrosse,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,SLEV,8GMXV03.8044,midsize car,9.5,Drv,17,28,21,20.8709,6,yes
259,BUICK LaCrosse,3.6,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV03.6041,midsize car,6,Drv,17,25,20,19.8995,6,no
260,BUICK LaCrosse,3.6,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV03.6041,midsize car,6,Drv,17,25,20,19.8995,6,no
261,BUICK LaCrosse,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXB03.8146,midsize car,6,Drv,17,28,21,20.8709,6,no
262,BUICK LaCrosse,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV05.3084,midsize car,6,Drv,16,25,19,19.1139,5,no
263,BUICK LaCrosse,5.3,(8 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV05.3084,midsize car,6,Drv,16,25,19,19.1139,5,no
264,BUICK Lucerne,3.8,(6 cyl),Auto-L4,2WD,Gasoline,CA,SLEV,8GMXV03.8044,large car,9.5,Drv,16,25,19,20.8709,5,no
265,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXV04.6066,large car,7,Drv,15,22,18,17.9534,5,no
266,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXV04.6066,large car,7,Drv,15,23,18,17.9534,5,no
267,BUICK Lucerne,3.8,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXB03.8146,large car,6,Drv,16,25,19,20.8709,5,no
268,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV04.6065,large car,6,Drv,15,22,18,17.9534,5,no
269,BUICK Lucerne,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV04.6065,large car,6,Drv,15,23,18,17.9534,5,no
270,BUICK Terraza,3.9,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXB03.9142,minivan,6,Drv,16,23,19,18.6547,5,no
271,BUICK Terraza,3.9,(6 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXB03.9142,minivan,6,Drv,16,23,19,18.6547,5,no
272,CADILLAC CTS,3.6,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXV03.6053,midsize car,6,Drv,16,25,19,24.8051,5,no
273,CADILLAC CTS,3.6,(6 cyl),Man-6,2WD,Gasoline,FA,B5,8GMXB03.6148,midsize car,6,Drv,16,25,19,25.0538,5,no
274,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXB03.6148,midsize car,6,Drv,17,25,20,25.7238,6,no
275,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXV03.6053,midsize car,6,Drv,17,26,20,25.9219,6,no
276,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV03.6053,midsize car,6,Drv,17,26,20,26.4006,6,no
277,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB03.6148,midsize car,6,Drv,18,26,21,27.0005,6,no
278,CADILLAC CTS,3.6,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXV03.6053,midsize car,6,Drv,16,25,19,24.8051,5,no
279,CADILLAC CTS,3.6,(6 cyl),Man-6,2WD,Gasoline,CA,L2,8GMXB03.6148,midsize car,6,Drv,16,25,19,25.0538,5,no
280,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXB03.6148,midsize car,6,Drv,17,25,20,25.7238,6,no
281,CADILLAC CTS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXV03.6053,midsize car,6,Drv,17,26,20,25.9219,6,no
282,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV03.6053,midsize car,6,Drv,17,26,20,26.4006,6,no
283,CADILLAC CTS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB03.6148,midsize car,6,Drv,18,26,21,27.0005,6,no
284,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXV04.6066,large car,7,Drv,15,22,18,17.9534,5,no
285,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXV04.6066,large car,7,Drv,15,23,18,17.9534,5,no
286,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV04.6065,large car,6,Drv,15,22,18,17.9534,5,no
287,CADILLAC DTS,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV04.6065,large car,6,Drv,15,23,18,17.9534,5,no
288,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,2WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,19,14,18.4658,2,no
289,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,4WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,18,14,14.3143,2,no
290,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,2WD,Gasoline,CA,L2,8GMXT06.2382,SUV,6,Drv,12,19,14,18.4658,2,no
291,CADILLAC Escalade,6.2,(8 cyl),Auto-L6,4WD,Gasoline,CA,L2,8GMXT06.2382,SUV,6,Drv,12,18,14,14.3143,2,no
292,CADILLAC Limousine,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXV04.6066,large car,7,Drv,13,18,15,14.7256,3,no
293,CADILLAC Limousine,4.6,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV04.6065,large car,6,Drv,13,18,15,14.7256,3,no
294,CADILLAC SRX,3.6,(6 cyl),Auto-S5,2WD,Gasoline,FA,B5,8GMXB03.6148,SUV,6,Drv,15,22,17,17.4099,4,no
295,CADILLAC SRX,3.6,(6 cyl),Auto-S5,4WD,Gasoline,FA,B5,8GMXB03.6148,SUV,6,Drv,14,22,17,16.8064,4,no
296,CADILLAC SRX,3.6,(6 cyl),Auto-S5,2WD,Gasoline,CA,L2,8GMXB03.6148,SUV,6,Drv,15,22,17,17.4099,4,no
297,CADILLAC SRX,3.6,(6 cyl),Auto-S5,4WD,Gasoline,CA,L2,8GMXB03.6148,SUV,6,Drv,14,22,17,16.8064,4,no
298,CADILLAC SRX,4.6,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB04.6167,SUV,6,Drv,13,20,16,15.8293,4,no
299,CADILLAC SRX,4.6,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXB04.6167,SUV,6,Drv,13,20,15,15.2804,3,no
300,CADILLAC SRX,4.6,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB04.6167,SUV,6,Drv,13,20,16,15.8293,4,no
301,CADILLAC SRX,4.6,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXB04.6167,SUV,6,Drv,13,20,15,15.2804,3,no
302,CADILLAC STS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXV03.6053,midsize car,6,Drv,17,26,20,25.9219,6,no
303,CADILLAC STS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXV03.6053,midsize car,6,Drv,17,26,20,26.4006,6,no
304,CADILLAC STS,3.6,(6 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXV03.6053,midsize car,6,Drv,17,26,20,25.9219,6,no
305,CADILLAC STS,3.6,(6 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXV03.6053,midsize car,6,Drv,17,26,20,26.4006,6,no
306,CADILLAC STS,4.4,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB04.6167,midsize car,6,Drv,13,19,15,15.2037,3,no
307,CADILLAC STS,4.4,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB04.6167,midsize car,6,Drv,13,19,15,15.2037,3,no
308,CADILLAC STS,4.6,(8 cyl),Auto-S6,4WD,Gasoline,FA,B5,8GMXB04.6167,midsize car,6,Drv,14,21,16,16.373,4,no
309,CADILLAC STS,4.6,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB04.6167,midsize car,6,Drv,15,24,18,18.0733,5,no
310,CADILLAC STS,4.6,(8 cyl),Auto-S6,4WD,Gasoline,CA,L2,8GMXB04.6167,midsize car,6,Drv,14,21,16,16.373,4,no
311,CADILLAC STS,4.6,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB04.6167,midsize car,6,Drv,15,24,18,18.0733,5,no
312,CADILLAC XLR,4.4,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB04.6167,small car,6,Drv,14,21,16,16.055,4,no
313,CADILLAC XLR,4.4,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB04.6167,small car,6,Drv,14,21,16,16.055,4,no
314,CADILLAC XLR,4.6,(8 cyl),Auto-S6,2WD,Gasoline,FA,B5,8GMXB04.6167,small car,6,Drv,15,24,18,18.0733,5,no
315,CADILLAC XLR,4.6,(8 cyl),Auto-S6,2WD,Gasoline,CA,L2,8GMXB04.6167,small car,6,Drv,15,24,18,18.0733,5,no
316,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B4,8GMXT05.3381,SUV,7/7,Drv,11/14,15/20,12/16,12.2796,6/4,no
317,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B4,8GMXT05.3381,SUV,7/7,Drv,11/14,14/19,12/16,12.0394,6/4,no
318,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT05.3380,SUV,7,Drv,14,20,16,16.4338,4,no
319,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FC,B4,8GMXT06.0383,SUV,7,Drv,12,17,14,14.3035,2,no
320,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FC,B4,8GMXT06.0383,SUV,7,Drv,12,17,14,14.024,2,no
321,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,ethanol/gas,FC,B5,8GMXT05.3373,SUV,6/6,Drv,11/14,15/20,12/16,12.2796,6/4,no
322,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,4WD,ethanol/gas,FC,B5,8GMXT05.3373,SUV,6/6,Drv,11/14,14/19,12/16,12.0394,6/4,no
323,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,17,14,14.3035,2,no
324,CHEVROLET Avalanche 1500,6.0,(8 cyl),Auto-L4,4WD,Gasoline,FA,B5,8GMXT06.2382,SUV,6,Drv,12,17,14,14.024,2,no
325,CHEVROLET Avalanche 1500,5.3,(8 cyl),Auto-L4,2WD,Gasoline,FA,B8,8GMXT05.3379,SUV,3,Drv,14,20,16,16.4338,4,no
326,CHEVROLET Aveo,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,U2,8GDXV01.6D04,small car,7,Drv,23,32,26,25.9759,8,yes
327,CHEVROLET Aveo,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,U2,8GDXV01.6D04,small car,7,Drv,24,34,27,27.3276,8,yes
328,CHEVROLET Aveo,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,B5,8GDXV01.6D04,small car,6,Drv,23,32,26,25.9759,8,yes
329,CHEVROLET Aveo,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,B5,8GDXV01.6D04,small car,6,Drv,24,34,27,27.3276,8,yes
330,CHEVROLET Aveo 5,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,U2,8GDXV01.6D04,small car,7,Drv,23,32,26,25.9759,8,yes
331,CHEVROLET Aveo 5,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,U2,8GDXV01.6D04,small car,7,Drv,24,34,27,27.3276,8,yes
332,CHEVROLET Aveo 5,1.6,(4 cyl),Auto-4,2WD,Gasoline,FC,B5,8GDXV01.6D04,small car,6,Drv,23,32,26,25.9759,8,yes
333,CHEVROLET Aveo 5,1.6,(4 cyl),Man-5,2WD,Gasoline,FC,B5,8GDXV01.6D04,small car,6,Drv,24,34,27,27.3276,8,yes
334,CHEVROLET Classic,3.5,(6 cyl),Auto-L4,2WD,Gasoline,CA,U2,8GMXV03.5043,midsize car,7,Drv,18,28,22,28.1948,6,yes
335,CHEVROLET Classic,2.2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV02.2028,midsize car,6,Drv,21,31,25,24.8333,7,yes
336,CHEVROLET Classic,2.2,(4 cyl),Auto-L4,2WD,Gasoline,CA,L2,8GMXV02.2028,midsize car,6,Drv,21,31,25,24.8333,7,yes
337,CHEVROLET Classic,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXB03.9142,midsize car,6,Drv,18,28,22,28.1948,6,no
338,CHEVROLET Classic,3.5,(6 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV03.5043,midsize car,6,Drv,18,28,22,28.1948,6,no
339,CHEVROLET Cobalt,2.2,(4 cyl),Auto-L4,2WD,Gasoline,CA,SLEV,8GMXV02.2030,small car,9.5,Drv,22,31,26,33.7076,8,yes
340,CHEVROLET Cobalt,2.2,(4 cyl),Man-5,2WD,Gasoline,CA,SLEV,8GMXV02.2030,small car,9.5,Drv,24,33,27,35.9566,8,yes
341,CHEVROLET Cobalt,2.2,(4 cyl),Auto-L4,2WD,Gasoline,FA,B5,8GMXV02.4025,small car,6,Drv,22,31,26,33.7076,8,yes
